id_EXIST,lang,split,annotator_index,annotator_gender,annotator_age,task1_label,task2_label,task3_labels
201148,en,TRAIN_EN,5,F,46+,YES,DIRECT,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']"
201149,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201149,en,TRAIN_EN,1,F,23-45,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
201149,en,TRAIN_EN,2,M,18-22,YES,DIRECT,['OBJECTIFICATION']
201149,en,TRAIN_EN,3,M,23-45,YES,REPORTED,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
201149,en,TRAIN_EN,4,M,46+,NO,-,['-']
201149,en,TRAIN_EN,5,F,46+,NO,-,['-']
201150,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201150,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201150,en,TRAIN_EN,2,M,18-22,YES,DIRECT,['SEXUAL-VIOLENCE']
201150,en,TRAIN_EN,3,M,23-45,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
201150,en,TRAIN_EN,4,M,46+,YES,DIRECT,"['OBJECTIFICATION', 'SEXUAL-VIOLENCE']"
201150,en,TRAIN_EN,5,F,46+,YES,DIRECT,['OBJECTIFICATION']
201151,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201151,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201151,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201151,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201151,en,TRAIN_EN,4,M,46+,YES,JUDGEMENTAL,['STEREOTYPING-DOMINANCE']
201151,en,TRAIN_EN,5,F,46+,YES,DIRECT,['STEREOTYPING-DOMINANCE']
201152,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201152,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201152,en,TRAIN_EN,2,M,18-22,YES,DIRECT,['STEREOTYPING-DOMINANCE']
201152,en,TRAIN_EN,3,M,23-45,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
201152,en,TRAIN_EN,4,M,46+,YES,REPORTED,['STEREOTYPING-DOMINANCE']
201152,en,TRAIN_EN,5,F,46+,NO,-,['-']
201153,en,TRAIN_EN,0,F,18-22,YES,JUDGEMENTAL,['OBJECTIFICATION']
201153,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201153,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201153,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201153,en,TRAIN_EN,4,M,46+,YES,DIRECT,['STEREOTYPING-DOMINANCE']
201153,en,TRAIN_EN,5,F,46+,YES,JUDGEMENTAL,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']"
201154,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201154,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201154,en,TRAIN_EN,2,M,18-22,YES,REPORTED,['STEREOTYPING-DOMINANCE']
201154,en,TRAIN_EN,3,M,23-45,YES,JUDGEMENTAL,['STEREOTYPING-DOMINANCE']
201154,en,TRAIN_EN,4,M,46+,NO,-,['-']
201154,en,TRAIN_EN,5,F,46+,NO,-,['-']
201155,en,TRAIN_EN,0,F,18-22,YES,REPORTED,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']"
201155,en,TRAIN_EN,1,F,23-45,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
201155,en,TRAIN_EN,2,M,18-22,YES,JUDGEMENTAL,['STEREOTYPING-DOMINANCE']
201155,en,TRAIN_EN,3,M,23-45,YES,DIRECT,['OBJECTIFICATION']
201155,en,TRAIN_EN,4,M,46+,YES,REPORTED,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']"
201155,en,TRAIN_EN,5,F,46+,YES,REPORTED,['OBJECTIFICATION']
201156,en,TRAIN_EN,0,F,18-22,YES,REPORTED,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
201156,en,TRAIN_EN,1,F,23-45,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
201156,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201156,en,TRAIN_EN,3,M,23-45,YES,DIRECT,"['IDEOLOGICAL-INEQUALITY', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
201156,en,TRAIN_EN,4,M,46+,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
201156,en,TRAIN_EN,5,F,46+,NO,-,['-']
201157,en,TRAIN_EN,0,F,18-22,YES,DIRECT,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
201157,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201157,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201157,en,TRAIN_EN,3,M,23-45,YES,DIRECT,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
201157,en,TRAIN_EN,4,M,46+,YES,DIRECT,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']"
201157,en,TRAIN_EN,5,F,46+,YES,DIRECT,['OBJECTIFICATION']
201158,en,TRAIN_EN,0,F,18-22,YES,REPORTED,['MISOGYNY-NON-SEXUAL-VIOLENCE']
201158,en,TRAIN_EN,1,F,23-45,YES,JUDGEMENTAL,['MISOGYNY-NON-SEXUAL-VIOLENCE']
201158,en,TRAIN_EN,2,M,18-22,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
201158,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201158,en,TRAIN_EN,4,M,46+,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
201158,en,TRAIN_EN,5,F,46+,YES,REPORTED,['MISOGYNY-NON-SEXUAL-VIOLENCE']
201159,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201159,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201159,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201159,en,TRAIN_EN,3,M,23-45,YES,DIRECT,['OBJECTIFICATION']
201159,en,TRAIN_EN,4,M,46+,NO,-,['-']
201159,en,TRAIN_EN,5,F,46+,NO,-,['-']
201160,en,TRAIN_EN,0,F,18-22,YES,DIRECT,['SEXUAL-VIOLENCE']
201160,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201160,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201160,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201160,en,TRAIN_EN,4,M,46+,YES,DIRECT,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'SEXUAL-VIOLENCE']"
201160,en,TRAIN_EN,5,F,46+,NO,-,['-']
201161,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201161,en,TRAIN_EN,1,F,23-45,YES,DIRECT,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']"
201161,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201161,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201161,en,TRAIN_EN,4,M,46+,NO,-,['-']
201161,en,TRAIN_EN,5,F,46+,NO,-,['-']
201162,en,TRAIN_EN,0,F,18-22,YES,DIRECT,['STEREOTYPING-DOMINANCE']
201162,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201162,en,TRAIN_EN,2,M,18-22,YES,JUDGEMENTAL,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']"
201162,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201162,en,TRAIN_EN,4,M,46+,NO,-,['-']
201162,en,TRAIN_EN,5,F,46+,NO,-,['-']
201163,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201163,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201163,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201163,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201163,en,TRAIN_EN,4,M,46+,NO,-,['-']
201163,en,TRAIN_EN,5,F,46+,NO,-,['-']
201164,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201164,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201164,en,TRAIN_EN,2,M,18-22,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
201164,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201164,en,TRAIN_EN,4,M,46+,NO,-,['-']
201164,en,TRAIN_EN,5,F,46+,NO,-,['-']
201165,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201165,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201165,en,TRAIN_EN,2,M,18-22,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
201165,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201165,en,TRAIN_EN,4,M,46+,NO,-,['-']
201165,en,TRAIN_EN,5,F,46+,YES,REPORTED,['STEREOTYPING-DOMINANCE']
201166,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201166,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201166,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201166,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201166,en,TRAIN_EN,4,M,46+,YES,DIRECT,['OBJECTIFICATION']
201166,en,TRAIN_EN,5,F,46+,NO,-,['-']
201167,en,TRAIN_EN,0,F,18-22,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
201167,en,TRAIN_EN,1,F,23-45,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
201167,en,TRAIN_EN,2,M,18-22,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
201167,en,TRAIN_EN,3,M,23-45,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
201167,en,TRAIN_EN,4,M,46+,YES,REPORTED,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']"
201167,en,TRAIN_EN,5,F,46+,YES,REPORTED,['MISOGYNY-NON-SEXUAL-VIOLENCE']
201168,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201168,en,TRAIN_EN,1,F,23-45,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
201168,en,TRAIN_EN,2,M,18-22,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
201168,en,TRAIN_EN,3,M,23-45,YES,JUDGEMENTAL,['STEREOTYPING-DOMINANCE']
201168,en,TRAIN_EN,4,M,46+,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
201168,en,TRAIN_EN,5,F,46+,YES,DIRECT,['STEREOTYPING-DOMINANCE']
201169,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201169,en,TRAIN_EN,1,F,23-45,YES,JUDGEMENTAL,['STEREOTYPING-DOMINANCE']
201169,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201169,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201169,en,TRAIN_EN,4,M,46+,NO,-,['-']
201169,en,TRAIN_EN,5,F,46+,YES,DIRECT,['STEREOTYPING-DOMINANCE']
201170,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201170,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201170,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201170,en,TRAIN_EN,3,M,23-45,YES,DIRECT,"['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
201170,en,TRAIN_EN,4,M,46+,NO,-,['-']
201170,en,TRAIN_EN,5,F,46+,NO,-,['-']
201171,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201171,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201171,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201171,en,TRAIN_EN,3,M,23-45,YES,DIRECT,"['SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
201171,en,TRAIN_EN,4,M,46+,NO,-,['-']
201171,en,TRAIN_EN,5,F,46+,NO,-,['-']
201172,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201172,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201172,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201172,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201172,en,TRAIN_EN,4,M,46+,NO,-,['-']
201172,en,TRAIN_EN,5,F,46+,YES,DIRECT,['STEREOTYPING-DOMINANCE']
201173,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201173,en,TRAIN_EN,1,F,23-45,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
201173,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201173,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201173,en,TRAIN_EN,4,M,46+,YES,DIRECT,['OBJECTIFICATION']
201173,en,TRAIN_EN,5,F,46+,NO,-,['-']
201174,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201174,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201174,en,TRAIN_EN,2,M,18-22,YES,REPORTED,['OBJECTIFICATION']
201174,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201174,en,TRAIN_EN,4,M,46+,NO,-,['-']
201174,en,TRAIN_EN,5,F,46+,NO,-,['-']
201175,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201175,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201175,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201175,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201175,en,TRAIN_EN,4,M,46+,NO,-,['-']
201175,en,TRAIN_EN,5,F,46+,NO,-,['-']
201176,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201176,en,TRAIN_EN,1,F,23-45,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
201176,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201176,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201176,en,TRAIN_EN,4,M,46+,YES,REPORTED,"['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']"
201176,en,TRAIN_EN,5,F,46+,NO,-,['-']
201177,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201177,en,TRAIN_EN,1,F,23-45,YES,DIRECT,['OBJECTIFICATION']
201177,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201177,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201177,en,TRAIN_EN,4,M,46+,NO,-,['-']
201177,en,TRAIN_EN,5,F,46+,NO,-,['-']
201178,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201178,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201178,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201178,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201178,en,TRAIN_EN,4,M,46+,NO,-,['-']
201178,en,TRAIN_EN,5,F,46+,NO,-,['-']
201179,en,TRAIN_EN,0,F,18-22,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
201179,en,TRAIN_EN,1,F,23-45,YES,DIRECT,['STEREOTYPING-DOMINANCE']
201179,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201179,en,TRAIN_EN,3,M,23-45,YES,DIRECT,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']"
201179,en,TRAIN_EN,4,M,46+,NO,-,['-']
201179,en,TRAIN_EN,5,F,46+,NO,-,['-']
201180,en,TRAIN_EN,0,F,18-22,YES,JUDGEMENTAL,['IDEOLOGICAL-INEQUALITY']
201180,en,TRAIN_EN,1,F,23-45,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
201180,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201180,en,TRAIN_EN,3,M,23-45,YES,DIRECT,"['IDEOLOGICAL-INEQUALITY', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
201180,en,TRAIN_EN,4,M,46+,NO,-,['-']
201180,en,TRAIN_EN,5,F,46+,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
201181,en,TRAIN_EN,0,F,18-22,YES,DIRECT,['OBJECTIFICATION']
201181,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201181,en,TRAIN_EN,2,M,18-22,YES,REPORTED,['MISOGYNY-NON-SEXUAL-VIOLENCE']
201181,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201181,en,TRAIN_EN,4,M,46+,NO,-,['-']
201181,en,TRAIN_EN,5,F,46+,YES,JUDGEMENTAL,['OBJECTIFICATION']
201182,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201182,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201182,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201182,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201182,en,TRAIN_EN,4,M,46+,NO,-,['-']
201182,en,TRAIN_EN,5,F,46+,NO,-,['-']
201183,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201183,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201183,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201183,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201183,en,TRAIN_EN,4,M,46+,NO,-,['-']
201183,en,TRAIN_EN,5,F,46+,NO,-,['-']
201184,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201184,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201184,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201184,en,TRAIN_EN,3,M,23-45,YES,DIRECT,['STEREOTYPING-DOMINANCE']
201184,en,TRAIN_EN,4,M,46+,NO,-,['-']
201184,en,TRAIN_EN,5,F,46+,YES,JUDGEMENTAL,['SEXUAL-VIOLENCE']
201185,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201185,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201185,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201185,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201185,en,TRAIN_EN,4,M,46+,NO,-,['-']
201185,en,TRAIN_EN,5,F,46+,YES,DIRECT,['SEXUAL-VIOLENCE']
201186,en,TRAIN_EN,0,F,18-22,YES,DIRECT,['OBJECTIFICATION']
201186,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201186,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201186,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201186,en,TRAIN_EN,4,M,46+,NO,-,['-']
201186,en,TRAIN_EN,5,F,46+,NO,-,['-']
201187,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201187,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201187,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201187,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201187,en,TRAIN_EN,4,M,46+,NO,-,['-']
201187,en,TRAIN_EN,5,F,46+,NO,-,['-']
201188,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201188,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201188,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201188,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201188,en,TRAIN_EN,4,M,46+,YES,JUDGEMENTAL,['STEREOTYPING-DOMINANCE']
201188,en,TRAIN_EN,5,F,46+,NO,-,['-']
201189,en,TRAIN_EN,0,F,18-22,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
201189,en,TRAIN_EN,1,F,23-45,YES,DIRECT,['OBJECTIFICATION']
201189,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201189,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201189,en,TRAIN_EN,4,M,46+,YES,DIRECT,"['OBJECTIFICATION', 'SEXUAL-VIOLENCE']"
201189,en,TRAIN_EN,5,F,46+,YES,JUDGEMENTAL,['MISOGYNY-NON-SEXUAL-VIOLENCE']
201190,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201190,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201190,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201190,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201190,en,TRAIN_EN,4,M,46+,NO,-,['-']
201190,en,TRAIN_EN,5,F,46+,YES,DIRECT,['IDEOLOGICAL-INEQUALITY']
201191,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201191,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201191,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201191,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201191,en,TRAIN_EN,4,M,46+,NO,-,['-']
201191,en,TRAIN_EN,5,F,46+,NO,-,['-']
201192,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201192,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201192,en,TRAIN_EN,2,M,18-22,YES,REPORTED,['IDEOLOGICAL-INEQUALITY']
201192,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201192,en,TRAIN_EN,4,M,46+,NO,-,['-']
201192,en,TRAIN_EN,5,F,46+,NO,-,['-']
201193,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201193,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201193,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201193,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201193,en,TRAIN_EN,4,M,46+,NO,-,['-']
201193,en,TRAIN_EN,5,F,46+,NO,-,['-']
201194,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201194,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201194,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201194,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201194,en,TRAIN_EN,4,M,46+,NO,-,['-']
201194,en,TRAIN_EN,5,F,46+,NO,-,['-']
201195,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201195,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201195,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201195,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201195,en,TRAIN_EN,4,M,46+,NO,-,['-']
201195,en,TRAIN_EN,5,F,46+,NO,-,['-']
201196,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201196,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201196,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201196,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201196,en,TRAIN_EN,4,M,46+,NO,-,['-']
201196,en,TRAIN_EN,5,F,46+,NO,-,['-']
201197,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201197,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201197,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201197,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201197,en,TRAIN_EN,4,M,46+,NO,-,['-']
201197,en,TRAIN_EN,5,F,46+,NO,-,['-']
201198,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201198,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201198,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201198,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201198,en,TRAIN_EN,4,M,46+,NO,-,['-']
201198,en,TRAIN_EN,5,F,46+,NO,-,['-']
201199,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201199,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201199,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201199,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201199,en,TRAIN_EN,4,M,46+,NO,-,['-']
201199,en,TRAIN_EN,5,F,46+,YES,DIRECT,"['SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
201200,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201200,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201200,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201200,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201200,en,TRAIN_EN,4,M,46+,NO,-,['-']
201200,en,TRAIN_EN,5,F,46+,NO,-,['-']
201201,en,TRAIN_EN,0,F,18-22,YES,DIRECT,"['IDEOLOGICAL-INEQUALITY', 'OBJECTIFICATION']"
201201,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201201,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201201,en,TRAIN_EN,3,M,23-45,YES,DIRECT,['UNKNOWN']
201201,en,TRAIN_EN,4,M,46+,YES,REPORTED,['OBJECTIFICATION']
201201,en,TRAIN_EN,5,F,46+,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
201202,en,TRAIN_EN,0,F,18-22,YES,DIRECT,"['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
201202,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201202,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201202,en,TRAIN_EN,3,M,23-45,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
201202,en,TRAIN_EN,4,M,46+,NO,-,['-']
201202,en,TRAIN_EN,5,F,46+,NO,-,['-']
201203,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201203,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201203,en,TRAIN_EN,2,M,18-22,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
201203,en,TRAIN_EN,3,M,23-45,NO,-,['-']
201203,en,TRAIN_EN,4,M,46+,YES,DIRECT,"['STEREOTYPING-DOMINANCE', 'SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
201203,en,TRAIN_EN,5,F,46+,NO,-,['-']
201204,en,TRAIN_EN,0,F,18-22,NO,-,['-']
201204,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201204,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201204,en,TRAIN_EN,3,M,23-45,YES,DIRECT,['OBJECTIFICATION']
201204,en,TRAIN_EN,4,M,46+,YES,DIRECT,['SEXUAL-VIOLENCE']
201204,en,TRAIN_EN,5,F,46+,NO,-,['-']
201205,en,TRAIN_EN,0,F,18-22,YES,DIRECT,['MISOGYNY-NON-SEXUAL-VIOLENCE']
201205,en,TRAIN_EN,1,F,23-45,NO,-,['-']
201205,en,TRAIN_EN,2,M,18-22,NO,-,['-']
201205,en,TRAIN_EN,3,M,23-45,YES,DIRECT,"['SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
201205,en,TRAIN_EN,4,M,46+,YES,DIRECT,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
201205,en,TRAIN_EN,5,F,46+,NO,-,['-']
201206,en,TRAIN_EN,0,F,18-22,YES,DIRECT,"['SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
201206,en,TRAIN_EN,1,F,23-45,YES,DIRECT,"['OBJECTIFICATION', 'SEXUAL-VIOLENCE']"
201206,en,TRAIN_EN,2,M,18-22,YES,DIRECT,"['OBJECTIFICATION', 'SEXUAL-VIOLENCE']"
201206,en,TRAIN_EN,3,M,23-45,YES,DIRECT,['SEXUAL-VIOLENCE']
201206,en,TRAIN_EN,4,M,46+,YES,DIRECT,"['OBJECTIFICATION', 'SEXUAL-VIOLENCE']"
201206,en,TRAIN_EN,5,F,46+,YES,DIRECT,"['OBJECTIFICATION', 'SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']"
201207,en,TRAIN_EN,0,F,18-22,YES,DIRECT,['OBJECTIFICATION']
201207,en,TRAIN_EN,1,F,23-45,YES,DIRECT,['OBJECTIFICATION']
201207,en,TRAIN_EN,2,M,18-22,YES,DIRECT,"['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION']"
